respondent_id,wave,Price_z,Quality_z,Digital_z,Selection_z,Convenience_z,segment,assignment_margin,income_band,age_band,kids_flag,gender_cat
101367,2025,-0.30084637259778296,-0.9443214015124147,-0.5860030497373769,-1.4646340426513262,0.050124521924808346,Convenience,0.35097089452259134,$100K to $124K,66+,No kids < 18,Female
200920,2021,1.3131884729788283,-0.2654630953485659,-1.0962051346726198,-0.5422925536038882,0.057556332307556246,Price,1.255632140671272,$75K to $99K,57-65,No kids < 18,Male
100416,2025,-0.6478021057838586,0.8369662023891004,-0.22512991215785746,0.3815145838938271,0.5129749914029287,Quality,0.3239912109861717,$125K to $149K,37-56,Have kids < 18,Female
200864,2021,0.05727177585479585,-0.7145959639849736,-0.9305913327233598,0.3828971208865971,0.057556332307556246,Selection,0.32534078857904086,$25K to $49K,66+,Have kids < 18,Male
200318,2021,0.589291748720969,0.962787031742938,-0.05951611020859747,-0.34856373347501524,1.4089486888281777,Convenience,0.4461616570852397,$50K to $74K,37-56,Have kids < 18,Male
101826,2025,0.06741008338804941,-0.06983773761096364,0.2801745358701771,1.08296673386226,0.050124521924808346,Selection,0.8027921979920829,$50K to $74K,37-56,No kids < 18,Male
101193,2025,-0.6433409335446766,-0.7257924710724306,0.46897330641887275,0.38469167505901514,1.4089486888281777,Convenience,0.9399753824093049,$50K to $74K,37-56,Have kids < 18,Male
100125,2025,0.23207502553038106,0.10241715711449556,-0.05950160235981933,-0.17244855836307985,-0.8532809858831885,Price,0.1296578684158855,$25K to $49K,25-36,Have kids < 18,Male
100960,2025,0.06795101678636896,-1.5987216570382166,-0.4094634231821758,0.5675140207937267,-0.39786232678781613,Selection,0.49956300400735776,$50K to $74K,57-65,No kids < 18,Female
200462,2021,-1.0090292885826329,0.8144305718282329,-0.2269235368724067,-0.16631989616869366,-0.39786232678781613,Quality,0.9807504679969266,$50K to $74K,18-24,Have kids < 18,Female
100753,2025,0.4102163882949607,-0.27835669675764146,-1.099756032096888,0.3793644171751335,0.9535300297328052,Convenience,0.5433136414378446,Under $25K,66+,No kids < 18,Female
101039,2025,0.9539884577296104,0.8369662023891004,-0.061079038382953046,1.0694155688984375,0.5055431810201807,Selection,0.11542711116882709,$50K to $74K,18-24,Have kids < 18,Female
100533,2025,-0.1305945159287038,0.8369662023891004,0.2935497228064181,-0.5439473233516994,0.4981113706374328,Quality,0.33885483175166753,$50K to $74K,25-36,Have kids < 18,Male
200805,2021,1.134129398752539,-0.7148212897405345,0.8053147359160164,-0.1691883557403843,0.9535300297328052,Price,0.18059936901973372,$50K to $74K,25-36,Have kids < 18,Male
100737,2025,-0.024618805936344607,-0.267017573284231,-0.9294752897806133,-0.5439356896310941,-0.8607127962659364,Price,0.24239876734788637,$150K plus,37-56,No kids < 18,Female
100122,2025,-0.29593448772760556,0.8144305718282329,-1.4570782722521394,-0.1659619277022695,1.4089486888281777,Convenience,0.5945181169999448,$100K to $124K,66+,No kids < 18,Female
101947,2025,-1.0127117180310827,0.6080593585142955,-0.2316049850881995,-0.3542803784897533,0.9609618401155531,Convenience,0.3529024816012576,$25K to $49K,37-56,Have kids < 18,Female
101724,2025,0.4138248831758054,0.825401753160129,0.4741016398662746,0.7497038093868243,-1.7492546833084375,Quality,0.07569794377330463,$150K plus,37-56,Have kids < 18,Male
100341,2025,0.4198186348426219,-0.04789537494717146,0.8222553281253038,0.936281754715114,1.3923793267563085,Convenience,0.4560975720411945,$75K to $99K,25-36,Have kids < 18,Female
200119,2021,-0.6554625331365601,-0.26679224752867003,-0.9294607819318352,0.021861126114331764,0.057556332307556246,Convenience,0.035695206193224485,$75K to $99K,37-56,Have kids < 18,Female
200620,2021,-0.29171112488083617,0.8369662023891004,0.9892013617087257,0.38469167505901514,0.9609618401155531,Digital,0.028239521593172667,$25K to $49K,18-24,No kids < 18,Male
100281,2025,-0.30030543919946345,1.0545339227904948,-0.5857723531971833,0.3904600128668285,0.4981113706374328,Quality,0.556422552153062,$25K to $49K,57-65,No kids < 18,Female
101278,2025,-0.3015099884673614,0.37663682666523574,-1.1097965103002763,0.9387405530273051,0.9535300297328052,Convenience,0.014789476705500126,$50K to $74K,37-56,Have kids < 18,Male
201131,2021,-0.46874303155756913,-1.369589487407851,-0.7649775307740998,0.00742221634243363,1.4255180509000467,Convenience,1.4180958345576131,$50K to $74K,57-65,No kids < 18,Female
101074,2025,-1.0137033640603978,0.825401753160129,-0.5846563102544369,0.38772898179959625,-2.2178312218629324,Quality,0.43767277136053273,$150K plus,57-65,No kids < 18,Female
200856,2021,0.4255282318406282,0.1700402875957374,-0.23650262199540772,0.37784707593178063,1.4089486888281777,Convenience,0.9834204569875495,Under $25K,37-56,Have kids < 18,Female
200438,2021,-0.2896839573312797,1.2734307953719934,0.6381380057924009,-0.3543320712828286,0.06498814269030417,Quality,0.6352927895795926,$100K to $124K,25-36,Have kids < 18,Male
201063,2021,-0.11822755139430254,-0.71445334759902,0.4493392352437053,-0.35303527000144164,0.050124521924808346,Digital,0.3992147133188969,$25K to $49K,57-65,Have kids < 18,Male
101184,2025,-1.1916481097861134,-0.4797635385697719,0.4709467678200072,-0.2966952723831203,-0.39786232678781613,Digital,0.7676420402031275,$150K plus,18-24,Have kids < 18,Female
101316,2025,-1.2003326448720648,0.6068728227201448,-0.2220113921164203,0.2008447607979578,-1.301267834595813,Quality,0.406028061922187,$150K plus,37-56,No kids < 18,Other or not stated
101817,2025,-0.6514845352323084,1.2734307953719934,1.1646249453211803,0.5694750662148867,0.5129749914029287,Quality,0.10880585005081311,$50K to $74K,25-36,Have kids < 18,Female
100195,2025,0.06786079601904484,-0.2781313710020806,-0.9337316969208491,0.004553756770743056,0.4981113706374328,Convenience,0.430250574618388,$50K to $74K,57-65,Have kids < 18,Female
101313,2025,-0.6909392325605518,-0.7042180505501529,-0.2436189246927222,0.01139835589797753,0.5129749914029287,Convenience,0.5015766355049511,$25K to $49K,37-56,Have kids < 18,Female
200747,2021,-0.6436689637044132,0.15943704840535572,-1.1026802076029618,0.5665751879787639,-0.8458491755004406,Selection,0.4071381395734082,$25K to $49K,66+,No kids < 18,Male
200654,2021,0.24390105666646278,-0.7157824997791242,-0.5813216015215842,-0.17280652682950404,-1.7492546833084375,Price,0.4167075834959668,$50K to $74K,18-24,Have kids < 18,Female
101885,2025,0.23886648932502658,0.606136938437116,-0.39901241175200874,-0.3190491954118386,0.050124521924808346,Quality,0.36727044911208945,$50K to $74K,57-65,Have kids < 18,Female
200092,2021,0.9545293911279299,0.596494909285324,-0.23002754906506573,-0.16507478768038206,-2.20467334240381,Price,0.3580344818426059,$25K to $49K,25-36,Have kids < 18,Male
100692,2025,0.7842775344588507,-1.6000508092183208,-0.05483466199280468,0.7518563320256666,-0.3904305164050682,Price,0.03242120243318414,$50K to $74K,18-24,No kids < 18,Male
101599,2025,-0.8345540690667843,-0.2889599359480231,-0.23159047723942133,0.3774867515452079,0.5055431810201807,Convenience,0.1280564294749728,$75K to $99K,57-65,Have kids < 18,Female
101937,2025,0.24233601553489348,-0.2771701609634908,0.9840730282613239,0.7588697783217916,0.9609618401155531,Digital,0.023111188145770845,Under $25K,37-56,No kids < 18,Female
200305,2021,0.06496466491143221,-0.07006306336652454,-0.06622187967913311,0.3738192435831615,1.4089486888281777,Convenience,1.0351294452450162,$50K to $74K,57-65,No kids < 18,Male
200200,2021,-0.11020663217792956,1.2734307953719934,0.46739587039573904,0.6161113340936899,-0.39786232678781613,Quality,0.6573194612783035,$100K to $124K,25-36,Have kids < 18,Male
101071,2025,-0.4749033411865709,0.8144305718282329,-1.2863361368554775,0.6071817942919161,1.4089486888281777,Convenience,0.5945181169999448,$150K plus,57-65,Have kids < 18,Female
100708,2025,-0.6597183576872643,-0.5082247506710361,0.13261736907295088,0.3872675225203145,0.057556332307556246,Selection,0.25465015344736364,$100K to $124K,25-36,Have kids < 18,Female
100896,2025,-0.4717618451364406,0.38893716017723595,-0.24474947548424683,0.010015818905207552,0.9609618401155531,Convenience,0.5720246799383171,$100K to $124K,37-56,Have kids < 18,Female
101233,2025,-0.29638520035860105,-0.2793179067962312,-0.06955658841198578,-0.7263285891624793,0.5055431810201807,Convenience,0.5750997694321665,$25K to $49K,37-56,No kids < 18,Female
101417,2025,0.7810458176413962,0.3876080079971318,0.44600452651085254,0.5719338645270778,0.050124521924808346,Price,0.2091119531143184,$25K to $49K,37-56,No kids < 18,Male
100268,2025,1.1335884653542194,-1.1635862162354278,-0.9439665196596008,0.5649204182309527,0.9535300297328052,Price,0.18005843562141421,$50K to $74K,66+,No kids < 18,Female
101609,2025,0.06439126980917792,0.825401753160129,-0.760296082558307,-0.725472867805024,0.9609618401155531,Convenience,0.1355600869554241,$25K to $49K,66+,No kids < 18,Male
201044,2021,-1.3711254349394635,-0.4947378813648853,0.6312378917865019,-0.17186769401454124,0.5055431810201807,Digital,0.12569471076632122,$75K to $99K,25-36,No kids < 18,Male
101807,2025,0.4230503516600763,1.0545339227904948,-1.2769732404238918,0.01542618824659676,1.4089486888281777,Convenience,0.35441476603768285,$100K to $124K,57-65,Have kids < 18,Female
100363,2025,0.597525571175925,-0.506895598490932,0.9974482151975649,1.3072020112753435,-1.301267834595813,Selection,0.30975379607777864,Under $25K,25-36,Have kids < 18,Male
101167,2025,-0.48880288514860676,0.9911233707911549,0.6249935153963536,0.19869223815911552,-0.8458491755004406,Quality,0.36612985539480125,$25K to $49K,18-24,No kids < 18,Male
200700,2021,0.057149093383536985,-0.2887346101924622,0.30804095268540554,-0.7231514979972912,0.050124521924808346,Digital,0.2508918593018686,$50K to $74K,25-36,No kids < 18,Female
100663,2025,0.42250941826175675,0.8250338110186146,0.2768398271373244,-0.08030856253793271,-1.301267834595813,Quality,0.40252439275685786,$25K to $49K,18-24,Have kids < 18,Other or not stated
101224,2025,-0.29480874544004004,0.6080593585142955,-0.40053898792153403,-0.3108010675692018,0.5129749914029287,Quality,0.09508436711136681,$100K to $124K,25-36,No kids < 18,Female
100451,2025,0.6527090629306691,-0.4847279100715789,0.6261095583391001,0.37178373080756133,0.050124521924808346,Price,0.026599504591569012,$25K to $49K,37-56,No kids < 18,Female
200085,2021,0.41325148807355105,0.6177013876660874,-1.283873354429791,0.19927310250765412,0.06498814269030417,Quality,0.20444989959253634,$50K to $74K,37-56,Have kids < 18,Female
200475,2021,-0.6493785607024195,1.0439306836001132,0.992766766981772,0.3873710133331721,0.9535300297328052,Quality,0.05116391661834119,$75K to $99K,25-36,Have kids < 18,Female
100993,2025,-0.47544427458489047,1.0439306836001132,0.2750462024227752,-0.35844563934283086,-0.39786232678781613,Quality,0.768884481177338,$25K to $49K,25-36,Have kids < 18,Female
100730,2025,-0.6548313789709165,-0.5078568085295218,0.8066614753989566,0.3877806745926716,-0.8458491755004406,Digital,0.418880800806285,$50K to $74K,37-56,No kids < 18,Female
200061,2021,-0.12245091424107199,-0.04730210705009612,-0.06955658841198578,-0.35634480949706393,0.5055431810201807,Convenience,0.5528452880702768,$75K to $99K,25-36,Have kids < 18,Male
101204,2025,0.7765846454022144,-0.9443214015124147,-0.07913567353498682,-0.17156141834119237,0.050124521924808346,Price,0.7264601234774061,$50K to $74K,66+,No kids < 18,Female
101719,2025,0.41717172691441345,0.3879759501386462,0.28842138935901623,0.009964126112132243,0.057556332307556246,Price,0.029195776775767235,Under $25K,37-56,Have kids < 18,Female
100885,2025,-0.3009365933651071,-0.2899211459866129,0.8039679964330764,0.7534594089804024,-1.301267834595813,Digital,0.05050858745267395,$50K to $74K,25-36,Have kids < 18,Female
101380,2025,-0.8289785683270285,0.16967234545422297,0.6479477874555956,-1.2753767590488796,-0.8384173651176927,Digital,0.4782754420013726,$50K to $74K,57-65,No kids < 18,Female
100653,2025,0.7719105699244495,-0.04826331708868588,-0.737341810499065,-0.5403291522625797,0.9535300297328052,Convenience,0.1816194598083557,Under $25K,37-56,Have kids < 18,Female
200614,2021,0.7743884501050013,-1.173821513284295,-0.41414487139796863,0.5746648955943101,0.050124521924808346,Price,0.19972355451069124,Under $25K,37-56,Have kids < 18,Male
100182,2025,-1.2000046147123282,0.3773727109482646,-1.2720756035166836,0.19292390035130214,0.042692711542060446,Quality,0.18444881059696244,$100K to $124K,66+,No kids < 18,Male
101277,2025,-1.0094475395096936,1.2734307953719934,-0.0425755179993102,-0.3557146082755986,0.9535300297328052,Quality,0.31990076563918823,$150K plus,57-65,Have kids < 18,Female
100705,2025,-0.48346519380126346,-0.9446893436539292,-1.625126928682921,-0.35093444015567477,0.4981113706374328,Convenience,0.8490458107931076,$25K to $49K,57-65,No kids < 18,Female
100633,2025,-0.2971639431493331,0.825401753160129,-0.9390543749036144,-0.3665870397514523,-0.39786232678781613,Quality,1.1225656963094621,$150K plus,25-36,Have kids < 18,Female
101699,2025,-0.2961722971200181,-0.05945982417614286,-0.5810909049813906,0.2010136079668483,-0.8532809858831885,Selection,0.2604734321429912,$25K to $49K,57-65,Have kids < 18,Female
100207,2025,-0.4650606021091192,0.836598260247586,-0.05618140147574482,0.5624099271256864,-0.39956806809418943,Quality,0.2741883331218996,$150K plus,37-56,Have kids < 18,Female
100514,2025,0.9479508305718674,-0.9217857709515472,0.6495252234787293,0.7531014405139782,1.4089486888281777,Convenience,0.46099785825631034,Under $25K,25-36,Have kids < 18,Male
201097,2021,-0.8356359358634234,-0.060421034214732605,-0.39855101867162146,-0.5331265846689209,0.9535300297328052,Convenience,1.0139510639475378,Under $25K,37-56,No kids < 18,Male
100417,2025,-1.1880559011049876,0.39954039936761765,0.24680202930786665,-0.5452441246330862,-1.293836024213065,Quality,0.152738370059751,$125K to $149K,57-65,No kids < 18,Female
200364,2021,-0.6482528184148539,0.8363729344920251,0.28729083856749155,0.2010653007599236,0.5055431810201807,Quality,0.3308297534718444,$150K plus,57-65,Have kids < 18,Male
100306,2025,-0.11822755139430254,0.1480979249319452,-1.1060149163358146,-0.17048515702177125,-0.39956806809418943,Quality,0.26632547632624776,$100K to $124K,57-65,Have kids < 18,Female
101041,2025,0.0659563109407472,-0.06078897635624704,0.647717090915402,0.021998554618790078,1.4089486888281777,Convenience,0.7612315979127757,$25K to $49K,37-56,No kids < 18,Other or not stated
100843,2025,1.1335884653542194,-0.49249045679808895,-0.4105794661249223,-0.7218546967159043,0.4981113706374328,Price,0.6354770947167866,Under $25K,66+,Have kids < 18,Male
200415,2021,0.2429996314044719,-0.2893278780895375,-1.9759740959078305,-1.0953685558389077,-0.8458491755004406,Price,0.5323275094940094,$100K to $124K,37-56,Have kids < 18,Female
200701,2021,0.24411395990504572,-1.1520217670064563,-0.8607509123457774,-0.34351133260005023,0.06498814269030417,Price,0.17912581721474155,Under $25K,57-65,Have kids < 18,Female
200253,2021,0.5964437043792858,0.38893716017723595,-0.5728585593413297,0.5678202964670755,0.5055431810201807,Price,0.028623407912210297,$75K to $99K,37-56,Have kids < 18,Female
100088,2025,0.23588013745008982,0.5955336992467343,-0.037894069783517406,-1.0978273541510988,1.4089486888281777,Convenience,0.8134149895814434,$100K to $124K,25-36,Have kids < 18,Male
101023,2025,-0.10706513612779925,0.6180693298076018,-0.7435861868892134,-0.5437267833897336,0.057556332307556246,Quality,0.5605129975000456,$100K to $124K,37-56,Have kids < 18,Male
101963,2025,0.415924193433726,0.6174760619105265,0.4678572634761263,-0.9033802411692289,-0.8532809858831885,Quality,0.14961879843440024,$75K to $99K,57-65,Have kids < 18,Male
101529,2025,0.42184580239217834,0.17100149763432712,0.46049575638984,-0.17280652682950404,-1.301267834595813,Digital,0.03864995399766169,$75K to $99K,25-36,Have kids < 18,Male
200042,2021,0.7837366010605312,-0.49569909140347496,-0.4170545390552643,-0.17871229314177572,0.050124521924808346,Price,0.7336120791357229,$25K to $49K,57-65,No kids < 18,Female
100126,2025,0.056698380752541556,-0.26642430538715567,0.28729083856749155,-0.35844563934283086,-1.7566864936911855,Digital,0.23059245781495,Under $25K,57-65,No kids < 18,Female
200652,2021,0.5964112426753511,0.3876080079971318,0.4486980054767328,-0.7270445260953275,-1.301267834595813,Price,0.14771323719861829,$50K to $74K,25-36,Have kids < 18,Female
201100,2021,0.41580817523443536,-1.1632182740939134,1.108845282167694,-0.3505764716892506,-0.8458491755004406,Digital,0.6930371069332586,Under $25K,25-36,No kids < 18,Male
101658,2025,-0.12145926821175698,-0.7267536811110203,-0.9161001028443724,0.384912215020981,-0.8458491755004406,Selection,0.506371483232738,$125K to $149K,57-65,Have kids < 18,Female
101399,2025,1.3105028206873552,-0.7257924710724306,-0.06932589187179215,1.125676466822019,-0.39786232678781613,Price,0.1848263538653363,Under $25K,25-36,Have kids < 18,Male
101383,2025,0.060167906962408466,1.0439306836001132,-1.9376029492745064,0.5621893871637206,0.5055431810201807,Quality,0.48174129643639263,$150K plus,37-56,No kids < 18,Male
200529,2021,-0.8377857858842387,1.0549018649320092,0.4544820765398853,0.02633266264075814,-0.3904305164050682,Quality,0.6004197883921238,$150K plus,25-36,Have kids < 18,Male
100799,2025,-0.10652420272947968,-0.9446893436539292,0.47387094332608104,-0.7718002266647073,1.4089486888281777,Convenience,0.9350777455020967,$25K to $49K,57-65,Have kids < 18,Female
100670,2025,-0.658063095788371,-0.5078568085295218,-0.5715118198583895,0.20338667056765639,-1.3086996449785608,Selection,0.7112434790971781,$150K plus,66+,No kids < 18,Male
100297,2025,0.06526023336723408,1.0549018649320092,0.6345726005193546,-0.1731644952959282,0.9535300297328052,Quality,0.10137183519920401,$50K to $74K,37-56,Have kids < 18,Male
100978,2025,0.25069252046110824,0.836598260247586,-0.2536594028961105,0.38772898179959625,0.057556332307556246,Quality,0.44886927844798974,Under $25K,37-56,No kids < 18,Male
200950,2021,-1.3713707998819813,-0.4847279100715789,0.9133787230665289,-0.17553755789673625,-0.8532809858831885,Digital,1.088916280963265,$50K to $74K,57-65,No kids < 18,Male
100796,2025,0.7729022159537644,-0.49725356933914006,-1.119606291963471,0.19703746841130437,-0.40529413717056406,Price,0.5758647475424601,$25K to $49K,37-56,No kids < 18,Male
200403,2021,-0.8298799935890194,-0.2673855154257454,-0.5844256137142433,0.7493458409204001,-1.3086996449785608,Selection,1.0167313563461455,$75K to $99K,37-56,Have kids < 18,Female
101652,2025,-0.2856734977230932,-0.9321636843863681,-0.4143755679381622,1.0711724059360044,0.057556332307556246,Selection,1.013616073628448,$75K to $99K,37-56,Have kids < 18,Male
201027,2021,-0.6560359282388144,-0.2671601896701845,-0.7714526037044418,0.1901928692840699,0.050124521924808346,Selection,0.14006834735926155,$50K to $74K,57-65,Have kids < 18,Male
101124,2025,0.24043153045659585,0.596494909285324,0.6392540487351474,-0.727931666117215,-1.301267834595813,Digital,0.04275913944982335,Under $25K,37-56,Have kids < 18,Male
100962,2025,-0.3123119118701934,0.3876080079971318,0.28842138935901623,-0.16739615748811482,-0.39786232678781613,Quality,0.09918661863811556,$75K to $99K,37-56,Have kids < 18,Female
200600,2021,0.41652881674411446,-0.07006306336652454,0.2446912459302363,-0.1728582196225793,0.9609618401155531,Convenience,0.5444330233714386,$50K to $74K,66+,Have kids < 18,Male
101366,2025,0.6056691728635567,0.3872400658556174,-0.5911313831847789,0.7520768719876324,1.4089486888281777,Convenience,0.6568718168405453,$100K to $124K,37-56,Have kids < 18,Male
200982,2021,0.0484645582975856,-0.517866779822828,0.4493392352437053,0.01412938696520979,0.050124521924808346,Digital,0.3992147133188969,$100K to $124K,37-56,No kids < 18,Female
200956,2021,0.4223867357904979,0.596494909285324,0.2848559840859699,1.3072020112753435,0.042692711542060446,Selection,0.7107071019900195,$75K to $99K,57-65,Have kids < 18,Male
101901,2025,-0.8427878915217403,-0.486282388007244,0.4689587985700946,-0.5400228765892308,0.5055431810201807,Convenience,0.036584382450086106,$75K to $99K,37-56,No kids < 18,Other or not stated
101264,2025,1.1345801113835343,-0.9337181623220331,0.4624837256397526,-0.725472867805024,-0.40529413717056406,Price,0.6720963857437817,$25K to $49K,57-65,Have kids < 18,Female
200381,2021,-0.47854189514409434,0.6184372719491162,0.2400851070123996,-0.17280652682950404,-1.301267834595813,Quality,0.37835216493671664,$125K to $149K,25-36,Have kids < 18,Male
200703,2021,-0.6974579936556574,0.6180693298076018,-0.06932589187179215,-0.3611766704100631,-0.39786232678781613,Quality,0.6873952216793939,$50K to $74K,37-56,No kids < 18,Male
100421,2025,0.07298558412780518,1.0554951328290845,-1.2600471560633828,-0.1686929587695018,-0.40529413717056406,Quality,0.9825095487012793,$50K to $74K,25-36,Have kids < 18,Female
200432,2021,-1.005346859134183,1.0545339227904948,-0.08112364278489939,0.7531531333070536,0.5129749914029287,Quality,0.30138078948344127,$125K to $149K,37-56,Have kids < 18,Female
201148,2021,-0.472425461006019,0.3891624859327969,-0.7415763734832488,-1.276842407499157,-0.39786232678781613,Quality,0.787024812720613,$25K to $49K,25-36,Have kids < 18,Female
200509,2021,0.9509696441507389,-1.153208302800607,0.28373994114322343,0.7547562102617894,0.9535300297328052,Convenience,0.0025603855820662824,$75K to $99K,57-65,Have kids < 18,Male
200375,2021,-0.10751584875879469,0.18064352678611906,-1.984437138088085,0.6106601991173006,0.4981113706374328,Selection,0.1125488284798678,$25K to $49K,66+,Have kids < 18,Male
101322,2025,0.6423232281751775,0.18219800472178413,1.1681903505942268,-0.7206926996851001,0.9609618401155531,Digital,0.20722851047867374,Under $25K,25-36,Have kids < 18,Female
100691,2025,0.5977633805683374,-1.1628503319523988,-0.413914174857775,-0.3492279776147883,0.057556332307556246,Price,0.5402070482607813,$25K to $49K,25-36,No kids < 18,Male
200875,2021,-1.8315106971936905,-0.7257924710724306,-1.4559622293093928,-0.5426505220703124,0.9609618401155531,Convenience,1.5036123621858655,$25K to $49K,66+,No kids < 18,Female
100373,2025,-1.1889573263669786,0.3785592467424152,0.45937971344709355,-0.3546900397492528,0.5055431810201807,Convenience,0.04616346757308715,$25K to $49K,37-56,No kids < 18,Male
100181,2025,0.7730248984250233,-0.060421034214732605,0.24081123068941246,-0.35974244062421784,-1.301267834595813,Price,0.5322136677356109,Under $25K,25-36,Have kids < 18,Female
200911,2021,-1.194757144132309,1.0549018649320092,-1.113131219033129,-0.9033802411692289,-0.39786232678781613,Quality,1.4527641917198253,$50K to $74K,66+,No kids < 18,Female
